aircraft_id,ref_month,y,year_month,env_available,flag_prior_corrosion
e15eb1,2021-02,1,2021-02,True,False
e16aaa,2020-09,0,2020-09,True,False
e16aaa,2022-09,1,2022-09,True,False
e2119d,2021-02,0,2021-02,True,False
e2119d,2023-02,1,2023-02,True,False
e2588a,2022-06,0,2022-06,False,False
e2588a,2024-06,1,2024-06,True,False
e25df7,2019-11,0,2019-11,True,False
e25df7,2021-11,1,2021-11,True,False
e2ce24,2020-01,0,2020-01,True,False
e2ce24,2022-01,1,2022-01,True,False
e2d345,2022-12,0,2022-12,True,False
e2d345,2024-12,1,2024-12,True,False
e30de2,2018-12,0,2018-12,False,False
e30de2,2020-12,1,2020-12,False,False
e345b5,2020-02,0,2020-02,True,False
e345b5,2022-02,1,2022-02,True,False
e38daa,2023-01,0,2023-01,True,False
e38daa,2025-01,1,2025-01,True,False
e3a798,2023-10,0,2023-10,True,False
e3a798,2025-10,1,2025-10,False,False
e417d2,2021-09,0,2021-09,True,False
e417d2,2023-09,1,2023-09,True,False
e5031e,2017-06,0,2017-06,True,False
e5031e,2019-06,1,2019-06,True,False
e51569,2024-05,0,2024-05,True,False
e51569,2026-05,1,2026-05,False,False
e580a4,2024-05,0,2024-05,True,False
e580a4,2026-05,1,2026-05,False,False
e58eb2,2022-11,0,2022-11,True,False
e58eb2,2024-11,1,2024-11,True,False
e5b534,2021-04,0,2021-04,True,False
e5b534,2023-04,1,2023-04,True,False
e600a7,2023-10,0,2023-10,True,False
e600a7,2025-10,1,2025-10,False,False
e63c90,2023-05,0,2023-05,True,False
e63c90,2025-05,1,2025-05,True,False
e6d0fd,2021-02,0,2021-02,True,False
e6d0fd,2023-02,1,2023-02,True,False
e7126d,2024-05,0,2024-05,True,False
e7126d,2026-05,1,2026-05,False,False
e71ca9,2020-06,0,2020-06,True,False
e71ca9,2022-06,1,2022-06,True,False
e732cd,2023-08,0,2023-08,True,False
e732cd,2025-08,1,2025-08,True,False
e768cf,2022-01,0,2022-01,True,False
e768cf,2024-01,1,2024-01,True,False
e7b90f,2022-11,0,2022-11,True,False
e7b90f,2024-11,1,2024-11,True,False
e824f3,2020-10,0,2020-10,True,False
e824f3,2022-10,1,2022-10,True,False
e8929a,2017-11,0,2017-11,True,False
e8929a,2019-11,1,2019-11,True,False
e8e7d4,2014-10,0,2014-10,False,False
e8e7d4,2016-10,1,2016-10,False,False
e92159,2023-04,0,2023-04,False,False
e92159,2025-04,1,2025-04,True,False
e932cd,2022-03,0,2022-03,True,False
e932cd,2024-03,1,2024-03,True,False
e94ad7,2020-06,0,2020-06,True,False
e94ad7,2022-06,1,2022-06,True,False
e96033,2022-02,0,2022-02,False,False
e96033,2024-02,1,2024-02,False,False
e9ff50,2020-05,0,2020-05,True,False
e9ff50,2022-05,1,2022-05,True,False
eb385a,2020-11,0,2020-11,True,False
eb385a,2022-11,1,2022-11,True,False
eb6702,2024-05,0,2024-05,True,False
eb6702,2026-05,1,2026-05,False,False
eb6ab8,2022-03,0,2022-03,True,False
eb6ab8,2024-03,1,2024-03,True,False
eba006,2021-11,0,2021-11,True,False
eba006,2023-11,1,2023-11,True,False
ebb325,2019-02,0,2019-02,True,False
ebb325,2021-02,1,2021-02,True,False
ebd47a,2022-08,0,2022-08,True,False
ebd47a,2024-08,1,2024-08,True,False
ec0949,2019-06,0,2019-06,True,False
ec0949,2021-06,1,2021-06,True,False
ec1b05,2023-01,0,2023-01,True,False
ec1b05,2025-01,1,2025-01,True,False
ec3e0e,2021-12,0,2021-12,True,False
ec3e0e,2023-12,1,2023-12,True,False
ed5c9c,2023-04,0,2023-04,True,False
ed5c9c,2025-04,1,2025-04,True,False
ed75b9,2020-08,0,2020-08,True,False
ed75b9,2022-08,1,2022-08,True,False
ed799d,2016-12,0,2016-12,True,False
ed799d,2018-12,1,2018-12,True,False
ed8975,2021-09,0,2021-09,True,False
ed8975,2023-09,1,2023-09,True,False
ed96a0,2022-08,0,2022-08,True,False
ed96a0,2024-08,1,2024-08,True,False
edb22b,2018-10,0,2018-10,True,False
edb22b,2020-10,1,2020-10,True,False
edb75f,2022-06,0,2022-06,True,False
edb75f,2024-06,1,2024-06,True,False
ee5c70,2021-05,0,2021-05,True,False
ee5c70,2023-05,1,2023-05,True,False
eed920,2022-03,0,2022-03,True,False
eed920,2024-03,1,2024-03,True,False
ef2b87,2020-06,0,2020-06,True,False
ef2b87,2022-06,1,2022-06,True,False
ef2c1e,2019-06,0,2019-06,True,False
ef2c1e,2021-06,1,2021-06,True,False
ef8e85,2020-05,0,2020-05,True,False
ef8e85,2022-05,1,2022-05,True,False
efb9f1,2023-10,0,2023-10,True,False
efb9f1,2025-10,1,2025-10,False,False
f03c01,2019-03,0,2019-03,True,False
f03c01,2021-03,1,2021-03,True,False
f0a2aa,2021-09,0,2021-09,True,False
f0a2aa,2023-09,1,2023-09,True,False
f0c1e8,2018-06,0,2018-06,True,False
f0c1e8,2020-06,1,2020-06,True,False
f0e3f0,2021-12,0,2021-12,True,False
f0e3f0,2023-12,1,2023-12,True,False
f14c3a,2023-03,0,2023-03,True,False
f14c3a,2025-03,1,2025-03,True,False
f15113,2020-03,0,2020-03,True,False
f15113,2022-03,1,2022-03,True,False
f183cf,2023-03,0,2023-03,True,False
f183cf,2025-03,1,2025-03,True,False
f18c82,2023-11,0,2023-11,True,False
f18c82,2025-11,1,2025-11,False,False
f23a5d,2023-03,0,2023-03,True,False
f23a5d,2025-03,1,2025-03,True,False
f249f5,2017-09,0,2017-09,False,False
f249f5,2019-09,1,2019-09,False,False
f33e0d,2023-10,0,2023-10,True,False
f33e0d,2025-10,1,2025-10,False,False
f370fc,2019-11,0,2019-11,False,False
f370fc,2021-11,1,2021-11,False,False
f3cbf0,2020-02,0,2020-02,True,False
f3cbf0,2022-02,1,2022-02,True,False
f3d388,2022-04,0,2022-04,True,False
f3d388,2024-04,1,2024-04,True,False
f4102f,2022-10,0,2022-10,True,False
f4102f,2024-10,1,2024-10,True,False
f43da9,2023-01,0,2023-01,True,False
f43da9,2025-01,1,2025-01,True,False
f4b122,2022-06,0,2022-06,True,False
f4b122,2024-06,1,2024-06,True,False
f52b78,2022-10,0,2022-10,True,False
f52b78,2024-10,1,2024-10,True,False
f55621,2022-12,0,2022-12,True,False
f55621,2024-12,1,2024-12,True,False
f5bca0,2023-11,0,2023-11,True,False
f5bca0,2025-11,1,2025-11,False,False
f6cb56,2023-07,0,2023-07,True,False
f6cb56,2025-07,1,2025-07,True,False
f6e2dd,2023-03,0,2023-03,True,False
f6e2dd,2025-03,1,2025-03,True,False
f6ed3b,2020-01,0,2020-01,True,False
f6ed3b,2022-01,1,2022-01,True,False
f725c1,2020-10,0,2020-10,True,False
f725c1,2022-10,1,2022-10,True,False
f7835d,2022-10,0,2022-10,True,False
f7835d,2024-10,1,2024-10,True,False
f802b3,2019-05,0,2019-05,True,False
f802b3,2021-05,1,2021-05,True,False
f9746d,2020-10,0,2020-10,False,False
f9746d,2022-10,1,2022-10,False,False
f979c9,2023-08,0,2023-08,True,False
f979c9,2025-08,1,2025-08,True,False
f9eaca,2023-09,0,2023-09,True,False
f9eaca,2025-09,1,2025-09,True,False
fa03c6,2019-01,0,2019-01,False,False
fa03c6,2021-01,1,2021-01,False,False
fa1596,2019-07,0,2019-07,False,False
fa1596,2021-07,1,2021-07,True,False
fb28ac,2020-02,0,2020-02,True,False
fb28ac,2022-02,1,2022-02,True,False
fb564d,2023-04,0,2023-04,True,False
fb564d,2025-04,1,2025-04,True,False
fb66d7,2021-05,0,2021-05,True,False
fb66d7,2023-05,1,2023-05,True,False
fb9753,2021-09,0,2021-09,True,False
fb9753,2023-09,1,2023-09,True,False
fba9d1,2022-10,0,2022-10,True,False
fba9d1,2024-10,1,2024-10,True,False
fc2746,2021-02,0,2021-02,True,False
fc2746,2023-02,1,2023-02,True,False
fce0b7,2023-04,0,2023-04,True,False
fce0b7,2025-04,1,2025-04,True,False
fd73e4,2019-06,0,2019-06,True,False
fd73e4,2021-06,1,2021-06,True,False
fd9779,2021-04,0,2021-04,True,False
fd9779,2023-04,1,2023-04,True,False
fe7dc6,2022-11,0,2022-11,True,False
fe7dc6,2024-11,1,2024-11,True,False
ff5997,2023-03,0,2023-03,True,False
ff5997,2025-03,1,2025-03,True,False
ffc2ce,2023-08,0,2023-08,True,False
ffc2ce,2025-08,1,2025-08,True,False
